Steppingstone sampler:
        No Stones:                  100
        Start It:                   10010001
        It Per Stone:               1000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	750	-1.499769	-1.499769
1	0.950747	750	-1.420392	-2.920162
2	0.926679	750	-1.349045	-4.269206
3	0.902980	750	-1.373190	-5.642397
4	0.879648	750	-1.416405	-7.058801
5	0.856682	750	-1.385153	-8.443954
6	0.834079	750	-1.368132	-9.812087
7	0.811838	750	-1.438396	-11.250482
8	0.789957	750	-1.401042	-12.651524
9	0.768433	750	-1.354141	-14.005665
10	0.747266	750	-1.288624	-15.294289
11	0.726452	750	-1.282031	-16.576320
12	0.705989	750	-1.262771	-17.839091
13	0.685877	750	-1.237190	-19.076281
14	0.666112	750	-1.202472	-20.278753
15	0.646693	750	-1.168589	-21.447343
16	0.627618	750	-1.215234	-22.662576
17	0.608884	750	-1.128094	-23.790670
18	0.590490	750	-1.125141	-24.915811
19	0.572433	750	-1.073137	-25.988948
20	0.554712	750	-1.033591	-27.022539
21	0.537324	750	-1.014492	-28.037030
22	0.520268	750	-0.990822	-29.027852
23	0.503540	750	-0.968509	-29.996361
24	0.487139	750	-0.972928	-30.969288
25	0.471063	750	-0.955006	-31.924295
26	0.455310	750	-0.881409	-32.805703
27	0.439877	750	-0.899502	-33.705205
28	0.424762	750	-0.869354	-34.574559
29	0.409963	750	-0.836895	-35.411454
30	0.395478	750	-0.836726	-36.248180
31	0.381305	750	-0.794638	-37.042818
32	0.367440	750	-0.786718	-37.829536
33	0.353883	750	-0.871829	-38.701365
34	0.340630	750	-0.831874	-39.533239
35	0.327680	750	-0.776326	-40.309565
36	0.315030	750	-0.763355	-41.072921
37	0.302677	750	-0.747662	-41.820583
38	0.290619	750	-0.752919	-42.573502
39	0.278855	750	-0.722421	-43.295923
40	0.267381	750	-0.681970	-43.977893
41	0.256195	750	-0.677149	-44.655043
42	0.245294	750	-0.638470	-45.293513
43	0.234677	750	-0.651619	-45.945132
44	0.224340	750	-0.654398	-46.599530
45	0.214281	750	-0.647407	-47.246937
46	0.204498	750	-0.612550	-47.859487
47	0.194988	750	-0.786488	-48.645975
48	0.185749	750	-0.793633	-49.439608
49	0.176777	750	-0.772935	-50.212543
50	0.168070	750	-0.769832	-50.982375
51	0.159626	750	-0.771301	-51.753676
52	0.151441	750	-0.716551	-52.470226
53	0.143514	750	-0.685401	-53.155627
54	0.135841	750	-0.677617	-53.833244
55	0.128420	750	-0.702409	-54.535653
56	0.121247	750	-0.690172	-55.225825
57	0.114320	750	-0.641881	-55.867706
58	0.107637	750	-0.616039	-56.483745
59	0.101193	750	-0.614268	-57.098013
60	0.094986	750	-0.609807	-57.707820
61	0.089014	750	-0.575158	-58.282978
62	0.083273	750	-0.568393	-58.851372
63	0.077760	750	-0.521056	-59.372428
64	0.072472	750	-0.489614	-59.862042
65	0.067406	750	-0.457627	-60.319670
66	0.062558	750	-0.469636	-60.789305
67	0.057926	750	-0.424184	-61.213489
68	0.053506	750	-0.414763	-61.628252
69	0.049295	750	-0.380952	-62.009204
70	0.045289	750	-0.409490	-62.418694
71	0.041485	750	-0.425513	-62.844207
72	0.037880	750	-0.344556	-63.188762
73	0.034469	750	-0.306935	-63.495697
74	0.031250	750	-0.289180	-63.784878
75	0.028218	750	-0.303670	-64.088548
76	0.025370	750	-0.266440	-64.354988
77	0.022702	750	-0.256002	-64.610990
78	0.020209	750	-0.257855	-64.868845
79	0.017889	750	-0.222629	-65.091473
80	0.015736	750	-0.199230	-65.290703
81	0.013746	750	-0.178189	-65.468892
82	0.011916	750	-0.183657	-65.652549
83	0.010240	750	-0.185853	-65.838402
84	0.008714	750	-0.170052	-66.008453
85	0.007334	750	-0.179697	-66.188150
86	0.006093	750	-0.127376	-66.315526
87	0.004988	750	-0.113956	-66.429482
88	0.004013	750	-0.092626	-66.522108
89	0.003162	750	-0.077502	-66.599611
90	0.002430	750	-0.064529	-66.664139
91	0.001810	750	-0.053914	-66.718054
92	0.001296	750	-0.046053	-66.764107
93	0.000882	750	-0.038823	-66.802930
94	0.000559	750	-0.027931	-66.830861
95	0.000320	750	-0.022822	-66.853683
96	0.000156	750	-0.016876	-66.870559
97	0.000057	750	-0.042797	-66.913356
98	0.000010	750	-0.004435	-66.917791
99	0.000000	750	-0.000969	-66.918760
Log marginal likelihood:	-66.918760
