Steppingstone sampler:
        No Stones:                  100
        Start It:                   10010001
        It Per Stone:               1000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	750	-1.519255	-1.519255
1	0.950747	750	-1.464998	-2.984253
2	0.926679	750	-1.411714	-4.395967
3	0.902980	750	-1.340162	-5.736130
4	0.879648	750	-1.333300	-7.069430
5	0.856682	750	-1.336831	-8.406261
6	0.834079	750	-1.329422	-9.735683
7	0.811838	750	-1.288794	-11.024477
8	0.789957	750	-1.292700	-12.317177
9	0.768433	750	-1.270181	-13.587358
10	0.747266	750	-1.247601	-14.834960
11	0.726452	750	-1.245479	-16.080439
12	0.705989	750	-1.209621	-17.290060
13	0.685877	750	-1.251868	-18.541927
14	0.666112	750	-1.282656	-19.824583
15	0.646693	750	-1.267683	-21.092266
16	0.627618	750	-1.271841	-22.364107
17	0.608884	750	-1.250930	-23.615037
18	0.590490	750	-1.228833	-24.843870
19	0.572433	750	-1.209704	-26.053575
20	0.554712	750	-1.223232	-27.276806
21	0.537324	750	-1.386067	-28.662873
22	0.520268	750	-1.359707	-30.022580
23	0.503540	750	-1.372212	-31.394792
24	0.487139	750	-1.325320	-32.720112
25	0.471063	750	-1.276226	-33.996338
26	0.455310	750	-1.248907	-35.245245
27	0.439877	750	-1.237641	-36.482886
28	0.424762	750	-1.237332	-37.720219
29	0.409963	750	-1.193858	-38.914077
30	0.395478	750	-1.163707	-40.077783
31	0.381305	750	-1.142673	-41.220456
32	0.367440	750	-1.138564	-42.359020
33	0.353883	750	-1.078807	-43.437827
34	0.340630	750	-1.119303	-44.557129
35	0.327680	750	-1.018250	-45.575379
36	0.315030	750	-1.043646	-46.619026
37	0.302677	750	-1.042312	-47.661338
38	0.290619	750	-1.023343	-48.684681
39	0.278855	750	-1.044589	-49.729270
40	0.267381	750	-1.038091	-50.767361
41	0.256195	750	-0.973541	-51.740902
42	0.245294	750	-0.929489	-52.670391
43	0.234677	750	-0.870469	-53.540860
44	0.224340	750	-0.877929	-54.418790
45	0.214281	750	-0.833692	-55.252482
46	0.204498	750	-0.916103	-56.168584
47	0.194988	750	-0.842514	-57.011098
48	0.185749	750	-0.813057	-57.824155
49	0.176777	750	-0.724507	-58.548661
50	0.168070	750	-0.747781	-59.296442
51	0.159626	750	-0.778272	-60.074714
52	0.151441	750	-0.686817	-60.761532
53	0.143514	750	-0.751555	-61.513086
54	0.135841	750	-0.680746	-62.193833
55	0.128420	750	-0.663096	-62.856928
56	0.121247	750	-0.613364	-63.470292
57	0.114320	750	-0.609744	-64.080036
58	0.107637	750	-0.573028	-64.653064
59	0.101193	750	-0.530438	-65.183502
60	0.094986	750	-0.512113	-65.695615
61	0.089014	750	-0.504568	-66.200184
62	0.083273	750	-0.474345	-66.674529
63	0.077760	750	-0.443933	-67.118462
64	0.072472	750	-0.435967	-67.554429
65	0.067406	750	-0.432288	-67.986717
66	0.062558	750	-0.387049	-68.373767
67	0.057926	750	-0.408577	-68.782344
68	0.053506	750	-0.361184	-69.143528
69	0.049295	750	-0.338185	-69.481713
70	0.045289	750	-0.313521	-69.795234
71	0.041485	750	-0.312243	-70.107477
72	0.037880	750	-0.309162	-70.416639
73	0.034469	750	-0.272260	-70.688899
74	0.031250	750	-0.261059	-70.949957
75	0.028218	750	-0.244017	-71.193974
76	0.025370	750	-0.237518	-71.431492
77	0.022702	750	-0.242200	-71.673692
78	0.020209	750	-0.211569	-71.885260
79	0.017889	750	-0.198343	-72.083603
80	0.015736	750	-0.179359	-72.262963
81	0.013746	750	-0.177490	-72.440453
82	0.011916	750	-0.153555	-72.594008
83	0.010240	750	-0.141092	-72.735100
84	0.008714	750	-0.150121	-72.885220
85	0.007334	750	-0.154240	-73.039461
86	0.006093	750	-0.154931	-73.194391
87	0.004988	750	-0.133612	-73.328004
88	0.004013	750	-0.119611	-73.447615
89	0.003162	750	-0.104608	-73.552222
90	0.002430	750	-0.085412	-73.637634
91	0.001810	750	-0.071329	-73.708963
92	0.001296	750	-0.058573	-73.767536
93	0.000882	750	-0.048342	-73.815877
94	0.000559	750	-0.035044	-73.850922
95	0.000320	750	-0.026818	-73.877740
96	0.000156	750	-0.016110	-73.893850
97	0.000057	750	-0.008852	-73.902702
98	0.000010	750	-0.025490	-73.928192
99	0.000000	750	-0.000981	-73.929173
Log marginal likelihood:	-73.929173
