Steppingstone sampler:
        No Stones:                  100
        Start It:                   10010001
        It Per Stone:               1000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	750	-1.228786	-1.228786
1	0.950747	750	-1.242787	-2.471573
2	0.926679	750	-1.182295	-3.653868
3	0.902980	750	-1.144083	-4.797951
4	0.879648	750	-1.159441	-5.957392
5	0.856682	750	-1.162981	-7.120373
6	0.834079	750	-1.158527	-8.278900
7	0.811838	750	-1.131377	-9.410277
8	0.789957	750	-1.131317	-10.541594
9	0.768433	750	-1.135855	-11.677449
10	0.747266	750	-1.061242	-12.738691
11	0.726452	750	-1.055097	-13.793788
12	0.705989	750	-1.021368	-14.815156
13	0.685877	750	-1.030100	-15.845255
14	0.666112	750	-0.982309	-16.827564
15	0.646693	750	-0.978227	-17.805791
16	0.627618	750	-0.980992	-18.786783
17	0.608884	750	-0.983980	-19.770762
18	0.590490	750	-0.951319	-20.722081
19	0.572433	750	-0.912673	-21.634754
20	0.554712	750	-0.976802	-22.611555
21	0.537324	750	-0.909270	-23.520825
22	0.520268	750	-0.902811	-24.423637
23	0.503540	750	-0.938989	-25.362626
24	0.487139	750	-0.865737	-26.228363
25	0.471063	750	-0.887132	-27.115495
26	0.455310	750	-0.872161	-27.987656
27	0.439877	750	-0.810576	-28.798232
28	0.424762	750	-0.842917	-29.641149
29	0.409963	750	-0.774535	-30.415684
30	0.395478	750	-0.762486	-31.178170
31	0.381305	750	-0.782690	-31.960860
32	0.367440	750	-0.767861	-32.728721
33	0.353883	750	-0.716682	-33.445403
34	0.340630	750	-0.684362	-34.129764
35	0.327680	750	-0.679541	-34.809305
36	0.315030	750	-0.691033	-35.500339
37	0.302677	750	-0.719019	-36.219357
38	0.290619	750	-0.642972	-36.862329
39	0.278855	750	-0.628680	-37.491009
40	0.267381	750	-0.598584	-38.089594
41	0.256195	750	-0.597568	-38.687161
42	0.245294	750	-0.590391	-39.277553
43	0.234677	750	-0.602276	-39.879829
44	0.224340	750	-0.561623	-40.441452
45	0.214281	750	-0.637175	-41.078627
46	0.204498	750	-0.718374	-41.797001
47	0.194988	750	-0.676444	-42.473445
48	0.185749	750	-0.657845	-43.131289
49	0.176777	750	-0.641692	-43.772982
50	0.168070	750	-0.622915	-44.395896
51	0.159626	750	-0.591224	-44.987121
52	0.151441	750	-0.561719	-45.548840
53	0.143514	750	-0.604893	-46.153733
54	0.135841	750	-0.533619	-46.687351
55	0.128420	750	-0.525547	-47.212898
56	0.121247	750	-0.519290	-47.732189
57	0.114320	750	-0.486053	-48.218242
58	0.107637	750	-0.479510	-48.697752
59	0.101193	750	-0.452833	-49.150585
60	0.094986	750	-0.460675	-49.611260
61	0.089014	750	-0.437143	-50.048403
62	0.083273	750	-0.464663	-50.513066
63	0.077760	750	-0.405852	-50.918918
64	0.072472	750	-0.380133	-51.299051
65	0.067406	750	-0.355897	-51.654948
66	0.062558	750	-0.353277	-52.008225
67	0.057926	750	-0.339459	-52.347684
68	0.053506	750	-0.307359	-52.655043
69	0.049295	750	-0.302868	-52.957911
70	0.045289	750	-0.310582	-53.268493
71	0.041485	750	-0.262892	-53.531386
72	0.037880	750	-0.252529	-53.783915
73	0.034469	750	-0.245448	-54.029363
74	0.031250	750	-0.225464	-54.254827
75	0.028218	750	-0.225376	-54.480203
76	0.025370	750	-0.217205	-54.697408
77	0.022702	750	-0.202856	-54.900264
78	0.020209	750	-0.252836	-55.153100
79	0.017889	750	-0.176853	-55.329953
80	0.015736	750	-0.157484	-55.487437
81	0.013746	750	-0.147782	-55.635218
82	0.011916	750	-0.147271	-55.782489
83	0.010240	750	-0.126216	-55.908705
84	0.008714	750	-0.110855	-56.019560
85	0.007334	750	-0.155360	-56.174920
86	0.006093	750	-0.098332	-56.273252
87	0.004988	750	-0.084591	-56.357843
88	0.004013	750	-0.081739	-56.439582
89	0.003162	750	-0.213408	-56.652990
90	0.002430	750	-0.060054	-56.713045
91	0.001810	750	-0.050770	-56.763814
92	0.001296	750	-0.279430	-57.043244
93	0.000882	750	-0.029265	-57.072509
94	0.000559	750	-0.070275	-57.142785
95	0.000320	750	-0.042977	-57.185761
96	0.000156	750	-0.087985	-57.273746
97	0.000057	750	-0.007408	-57.281154
98	0.000010	750	-0.050258	-57.331412
99	0.000000	750	-0.007813	-57.339224
Log marginal likelihood:	-57.339224
