Steppingstone sampler:
        No Stones:                  100
        Start It:                   10010001
        It Per Stone:               1000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	750	-0.977588	-0.977588
1	0.950747	750	-0.973365	-1.950953
2	0.926679	750	-0.950679	-2.901632
3	0.902980	750	-0.970200	-3.871832
4	0.879648	750	-0.931186	-4.803018
5	0.856682	750	-0.917715	-5.720733
6	0.834079	750	-0.859179	-6.579911
7	0.811838	750	-0.845399	-7.425310
8	0.789957	750	-0.844876	-8.270186
9	0.768433	750	-0.874516	-9.144702
10	0.747266	750	-0.884496	-10.029197
11	0.726452	750	-0.834492	-10.863690
12	0.705989	750	-0.860031	-11.723720
13	0.685877	750	-0.780401	-12.504121
14	0.666112	750	-0.782559	-13.286680
15	0.646693	750	-0.792121	-14.078800
16	0.627618	750	-0.808079	-14.886880
17	0.608884	750	-0.745718	-15.632598
18	0.590490	750	-0.737045	-16.369644
19	0.572433	750	-0.722889	-17.092532
20	0.554712	750	-0.746129	-17.838661
21	0.537324	750	-0.725543	-18.564205
22	0.520268	750	-0.707263	-19.271467
23	0.503540	750	-0.691227	-19.962695
24	0.487139	750	-0.693682	-20.656377
25	0.471063	750	-0.672664	-21.329041
26	0.455310	750	-0.637343	-21.966385
27	0.439877	750	-0.686381	-22.652765
28	0.424762	750	-0.630489	-23.283255
29	0.409963	750	-0.607328	-23.890582
30	0.395478	750	-0.621027	-24.511609
31	0.381305	750	-0.613762	-25.125371
32	0.367440	750	-0.573047	-25.698418
33	0.353883	750	-0.559674	-26.258092
34	0.340630	750	-0.545662	-26.803754
35	0.327680	750	-0.564271	-27.368026
36	0.315030	750	-0.527965	-27.895990
37	0.302677	750	-0.535168	-28.431159
38	0.290619	750	-0.515337	-28.946495
39	0.278855	750	-0.466410	-29.412905
40	0.267381	750	-0.478076	-29.890981
41	0.256195	750	-0.476845	-30.367826
42	0.245294	750	-0.446472	-30.814299
43	0.234677	750	-0.422243	-31.236541
44	0.224340	750	-0.413564	-31.650105
45	0.214281	750	-0.425229	-32.075335
46	0.204498	750	-0.413766	-32.489100
47	0.194988	750	-0.440876	-32.929976
48	0.185749	750	-0.428018	-33.357994
49	0.176777	750	-0.389904	-33.747898
50	0.168070	750	-0.385329	-34.133227
51	0.159626	750	-0.362820	-34.496048
52	0.151441	750	-0.338154	-34.834202
53	0.143514	750	-0.337009	-35.171211
54	0.135841	750	-0.330058	-35.501269
55	0.128420	750	-0.309917	-35.811186
56	0.121247	750	-0.325300	-36.136486
57	0.114320	750	-0.640773	-36.777259
58	0.107637	750	-0.557786	-37.335045
59	0.101193	750	-0.624171	-37.959216
60	0.094986	750	-0.574985	-38.534201
61	0.089014	750	-0.542182	-39.076383
62	0.083273	750	-0.505208	-39.581591
63	0.077760	750	-0.466726	-40.048318
64	0.072472	750	-0.465491	-40.513808
65	0.067406	750	-0.424748	-40.938556
66	0.062558	750	-0.419341	-41.357897
67	0.057926	750	-0.384970	-41.742867
68	0.053506	750	-0.391781	-42.134648
69	0.049295	750	-0.402735	-42.537383
70	0.045289	750	-0.338048	-42.875431
71	0.041485	750	-0.318971	-43.194402
72	0.037880	750	-0.338883	-43.533285
73	0.034469	750	-0.331587	-43.864872
74	0.031250	750	-0.339924	-44.204796
75	0.028218	750	-0.268324	-44.473120
76	0.025370	750	-0.237749	-44.710869
77	0.022702	750	-0.253537	-44.964406
78	0.020209	750	-0.245350	-45.209756
79	0.017889	750	-0.201826	-45.411581
80	0.015736	750	-0.186798	-45.598380
81	0.013746	750	-0.224338	-45.822718
82	0.011916	750	-0.193466	-46.016183
83	0.010240	750	-0.164221	-46.180405
84	0.008714	750	-0.152277	-46.332682
85	0.007334	750	-0.129602	-46.462284
86	0.006093	750	-0.128742	-46.591026
87	0.004988	750	-0.099873	-46.690898
88	0.004013	750	-0.087447	-46.778346
89	0.003162	750	-0.081458	-46.859803
90	0.002430	750	-0.069750	-46.929553
91	0.001810	750	-0.069249	-46.998802
92	0.001296	750	-0.069565	-47.068367
93	0.000882	750	-0.047133	-47.115500
94	0.000559	750	-0.199356	-47.314857
95	0.000320	750	-0.021110	-47.335966
96	0.000156	750	-0.014641	-47.350607
97	0.000057	750	-0.008403	-47.359010
98	0.000010	750	-0.004306	-47.363316
99	0.000000	750	-0.001056	-47.364373
Log marginal likelihood:	-47.364373
